Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
62,Nunavut,Detailed other language spoken regularly at home,English,English,,7825,3995,3825
62,Nunavut,Detailed other language spoken regularly at home,French,French,,255,130,125
62,Nunavut,Detailed other language spoken regularly at home,Atikamekw,Atikamekw,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Cree, n.o.s.","Cree, n.o.s.",,15,5,10
62,Nunavut,Detailed other language spoken regularly at home,Dene,Dene,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Innu/Montagnais,Innu/Montagnais,,0,5,0
62,Nunavut,Detailed other language spoken regularly at home,Inuktitut,Inuktitut,,5945,2960,2980
62,Nunavut,Detailed other language spoken regularly at home,Mi'kmaq,Mi'kmaq,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Ojibway,Ojibway,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Oji-Cree,Oji-Cree,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Stoney,Stoney,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"African languages, n.i.e.","African languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Afrikaans,Afrikaans,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Akan (Twi),Akan (Twi),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Albanian,Albanian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Amharic,Amharic,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Arabic,Arabic,,10,10,5
62,Nunavut,Detailed other language spoken regularly at home,Armenian,Armenian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,5,0,5
62,Nunavut,Detailed other language spoken regularly at home,Bengali,Bengali,,0,5,0
62,Nunavut,Detailed other language spoken regularly at home,Berber languages (Kabyle),Berber languages (Kabyle),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Bisayan languages,Bisayan languages,,10,10,5
62,Nunavut,Detailed other language spoken regularly at home,Bosnian,Bosnian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Bulgarian,Bulgarian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Burmese,Burmese,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Cantonese,Cantonese,,5,5,5
62,Nunavut,Detailed other language spoken regularly at home,"Chinese, n.o.s.","Chinese, n.o.s.",,5,5,0
62,Nunavut,Detailed other language spoken regularly at home,Creoles,Creoles,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Croatian,Croatian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Czech,Czech,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Danish,Danish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Dutch,Dutch,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Estonian,Estonian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Finnish,Finnish,,5,5,0
62,Nunavut,Detailed other language spoken regularly at home,Flemish,Flemish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Fukien,Fukien,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,German,German,,0,0,5
62,Nunavut,Detailed other language spoken regularly at home,Greek,Greek,,5,0,0
62,Nunavut,Detailed other language spoken regularly at home,Gujarati,Gujarati,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Hakka,Hakka,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Hebrew,Hebrew,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Hindi,Hindi,,10,5,5
62,Nunavut,Detailed other language spoken regularly at home,Hungarian,Hungarian,,5,0,5
62,Nunavut,Detailed other language spoken regularly at home,Ilocano,Ilocano,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Italian,Italian,,10,10,5
62,Nunavut,Detailed other language spoken regularly at home,Japanese,Japanese,,0,0,5
62,Nunavut,Detailed other language spoken regularly at home,Khmer (Cambodian),Khmer (Cambodian),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Korean,Korean,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Kurdish,Kurdish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Lao,Lao,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Latvian,Latvian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Lingala,Lingala,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Lithuanian,Lithuanian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Macedonian,Macedonian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Malay,Malay,,5,5,5
62,Nunavut,Detailed other language spoken regularly at home,Malayalam,Malayalam,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Maltese,Maltese,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Mandarin,Mandarin,,5,0,0
62,Nunavut,Detailed other language spoken regularly at home,Marathi,Marathi,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Nepali,Nepali,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Norwegian,Norwegian,,5,5,5
62,Nunavut,Detailed other language spoken regularly at home,Oromo,Oromo,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Panjabi (Punjabi),Panjabi (Punjabi),,10,5,0
62,Nunavut,Detailed other language spoken regularly at home,Pashto,Pashto,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Persian (Farsi),Persian (Farsi),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Polish,Polish,,0,0,5
62,Nunavut,Detailed other language spoken regularly at home,Portuguese,Portuguese,,0,5,0
62,Nunavut,Detailed other language spoken regularly at home,Romanian,Romanian,,5,5,5
62,Nunavut,Detailed other language spoken regularly at home,Rundi (Kirundi),Rundi (Kirundi),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Russian,Russian,,10,10,5
62,Nunavut,Detailed other language spoken regularly at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Serbian,Serbian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Serbo-Croatian,Serbo-Croatian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Shanghainese,Shanghainese,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,5,0,5
62,Nunavut,Detailed other language spoken regularly at home,Sindhi,Sindhi,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,5,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Slovak,Slovak,,5,0,0
62,Nunavut,Detailed other language spoken regularly at home,Slovenian,Slovenian,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Somali,Somali,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Spanish,Spanish,,15,5,10
62,Nunavut,Detailed other language spoken regularly at home,Swahili,Swahili,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Swedish,Swedish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,40,10,30
62,Nunavut,Detailed other language spoken regularly at home,Taiwanese,Taiwanese,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Tamil,Tamil,,5,0,0
62,Nunavut,Detailed other language spoken regularly at home,Telugu,Telugu,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Thai,Thai,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Tibetan languages,Tibetan languages,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Tigrigna,Tigrigna,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Turkish,Turkish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Ukrainian,Ukrainian,,0,0,5
62,Nunavut,Detailed other language spoken regularly at home,Urdu,Urdu,,10,5,5
62,Nunavut,Detailed other language spoken regularly at home,Vietnamese,Vietnamese,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Yiddish,Yiddish,,0,0,0
62,Nunavut,Detailed other language spoken regularly at home,Other languages,Other languages,22,420,215,205
62,Nunavut,Detailed other language spoken regularly at home,English and French,English and French,,5,0,5
62,Nunavut,Detailed other language spoken regularly at home,English and non-official language,English and non-official language,,10,5,10
62,Nunavut,Detailed other language spoken regularly at home,French and non-official language,French and non-official language,,15,5,5
62,Nunavut,Detailed other language spoken regularly at home,"English, French and non-official language","English, French and non-official language",,0,0,0
11,Prince Edward Island,Marital status,      Married (and not separated),Married (and not separated),,60625,30255,30370
11,Prince Edward Island,Marital status,      Living common law,Living common law,,9175,4570,4600
11,Prince Edward Island,Marital status,      Single (never legally married),Single (never legally married),,30495,15900,14590
11,Prince Edward Island,Marital status,      Separated,Separated,,3285,1420,1870
11,Prince Edward Island,Marital status,      Divorced,Divorced,,6065,2420,3640
11,Prince Edward Island,Marital status,      Widowed,Widowed,,7505,1330,6170
11,Prince Edward Island,Number of census families in private households,   Size of census family: 2 persons,Size of census family: 2 persons,,21385,,
11,Prince Edward Island,Number of census families in private households,   Size of census family: 3 persons,Size of census family: 3 persons,,8710,,
11,Prince Edward Island,Number of census families in private households,   Size of census family: 4 persons,Size of census family: 4 persons,,7325,,
11,Prince Edward Island,Number of census families in private households,   Size of census family: 5 or more persons,Size of census family: 5 or more persons,,3435,,
11,Prince Edward Island,Family characteristics by type,      Married couples,Married couples,,29700,,
11,Prince Edward Island,Number of children at home in married coupled family,         Without children at home,Without children at home,,14665,,
11,Prince Edward Island,Number of children at home in married coupled family,         With children at home,With children at home,,15035,,
11,Prince Edward Island,Number of children at home in married coupled family,            1 child,1 child,,5925,,
11,Prince Edward Island,Number of children at home in married coupled family,            2 children,2 children,,6105,,
11,Prince Edward Island,Number of children at home in married coupled family,            3 or more children,3 or more children,,3010,,
11,Prince Edward Island,Family characteristics by type,      Common-law couples,Common-law couples,,4575,,
11,Prince Edward Island,Number of children at home in common-law coupled family,         Without children at home,Without children at home,,2615,,
11,Prince Edward Island,Number of children at home in common-law coupled family,         With children at home,With children at home,,1955,,
11,Prince Edward Island,Number of children at home in common-law coupled family,            1 child,1 child,,1005,,
11,Prince Edward Island,Number of children at home in common-law coupled family,            2 children,2 children,,655,,
11,Prince Edward Island,Number of children at home in common-law coupled family,            3 or more children,3 or more children,,295,,
11,Prince Edward Island,Family characteristics by type,      Female parent,Female parent,,5250,,
11,Prince Edward Island,Number of children at home with female-parent family,         1 child,1 child,,3195,,
11,Prince Edward Island,Number of children at home with female-parent family,         2 children,2 children,,1455,,
11,Prince Edward Island,Number of children at home with female-parent family,         3 or more children,3 or more children,,600,,
11,Prince Edward Island,Family characteristics by type,      Male parent,Male parent,,1330,,
11,Prince Edward Island,Number of children at home with male-parent family,         1 child,1 child,,915,,
11,Prince Edward Island,Number of children at home with male-parent family,         2 children,2 children,,320,,
11,Prince Edward Island,Number of children at home with male-parent family,         3 or more children,3 or more children,,100,,
11,Prince Edward Island,Family characteristics by child age,   Under six years of age,Under six years of age,,8605,,
11,Prince Edward Island,Family characteristics by child age,   6 to 14 years,6 to 14 years,,14315,,
11,Prince Edward Island,Family characteristics by child age,   15 to 17 years,15 to 17 years,,5560,,
11,Prince Edward Island,Family characteristics by child age,   18 to 24 years,18 to 24 years,,8595,,
11,Prince Edward Island,Family characteristics by child age,   25 years and over,25 years and over,,4180,,
11,Prince Edward Island,Household and dwelling characteristics,      Living with relatives,Living with relatives,,2305,995,1305
11,Prince Edward Island,Household and dwelling characteristics,      Living with non-relatives only,Living with non-relatives only,,4520,2410,2110
11,Prince Edward Island,Household and dwelling characteristics,      Living alone,Living alone,,14195,5895,8295
11,Prince Edward Island,Household and dwelling characteristics for persons aged 65 years and over,      Living with relatives,Living with relatives,,800,240,560
11,Prince Edward Island,Household and dwelling characteristics for persons aged 65 years and over,      Living with non-relatives only,Living with non-relatives only,,350,165,180
11,Prince Edward Island,Household and dwelling characteristics for persons aged 65 years and over,      Living alone,Living alone,,5605,1550,4050
11,Prince Edward Island,Private dwellings by structural type,   Single-detached house,Single-detached house,,40335,,
11,Prince Edward Island,Private dwellings by structural type,"   Apartment, building that has five or more storeys","Apartment, building that has five or more storeys",,60,,
11,Prince Edward Island,Private dwellings by structural type,   Movable dwelling,Movable dwelling,,2580,,
11,Prince Edward Island,Private dwellings by structural type,      Semi-detached house,Semi-detached house,,3005,,
11,Prince Edward Island,Private dwellings by structural type,      Row house,Row house,,1805,,
11,Prince Edward Island,Private dwellings by structural type,"      Apartment, duplex","Apartment, duplex",,905,,
11,Prince Edward Island,Private dwellings by structural type,"      Apartment, building that has fewer than five storeys","Apartment, building that has fewer than five storeys",,7640,,
